word,phonetic,meaning,example,level,source,source_url,source_pdf_page
ribbon,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,117
rice,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,117
rich,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,117
rid,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,117
riddle,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,117
ride rider,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,117
ridicule ridiculous,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,117
rifle,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,117
right,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,117
ring,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,117
riot riotous,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,117
rip,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,117
ripe ripen,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,117
rise,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,117
risk risky,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,117
rival rivalry,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
river,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
road,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
roar,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
roast,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
rob robbery,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
robot robotic,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
rock rocky,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
rocket,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
rod,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
role,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
roll roller,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
romance romantic,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
roof,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
room,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
root,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
rope,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
rose rosy,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
rough roughly,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
round,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
rouse,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
route,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
routine,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
row,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
royal royalty,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
rub,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
rubber,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
rubbish,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
rude,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
rug,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
ruin ruinous,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
rule ruler ruling,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
rumo(u)r,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
run runner running,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
runway,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
rural,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
rush,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,118
sack,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
sacrifice sacrificial,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
sad sadness sadden,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
safe safety,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
sail sailing sailor,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
saint,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
sake,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
salad,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
salary,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
sale,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
salesman,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
salt salty,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
same,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
sample,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
sand,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
sandwich,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
satellite,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
satisfy satisfaction satisfactory,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
Saturday,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
sauce,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
sausage,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
save saving,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
say saying,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
scale,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
scan scanner,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,119
scandal scandalous,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,120
scar,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,120
scarce scarcity scarcely,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,120
scare scary,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,120
scatter,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,120
scene scenery scenic,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,120
scent,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,120
schedule,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,120
scheme,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,120
scholar scholarly scholarship scholastic,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,120
school schooling,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,120
science scientific scientist,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,120
scissors,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,120
scold,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,120
scope,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,120
score,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,120
scout,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,120
scratch,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,120
scream,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,120
screen,官方词表未提供读音,官方《全国大学英语四、六级考试大纲（2016年修订版）》词表词目；官方未提供释义,官方词表只列词形，不列例句,1,全国大学英语四、六级考试大纲（2016年修订版）,https://cet.neea.edu.cn/res/Home/1704/55b02330ac17274664f06d9d3db8249d.pdf,120
